"yrplotid","MEASYEAR","STATECD","COUNTYCD","PLOT","LICH_SPPCD","ABUNDANCE_CLASS","taxon_change"
"1999_42_9_4824",1999,42,9,4824,1012,2,NA
"1999_42_9_4824",1999,42,9,4824,1225,2,"REF_FIA"
"1999_42_9_4824",1999,42,9,4824,2601,3,NA
"1999_42_9_4824",1999,42,9,4824,3301,2,NA
"1999_42_9_4824",1999,42,9,4824,4806,3,NA
"1999_42_9_4824",1999,42,9,4824,6713,3,"REF_FIA"
"1999_42_15_6238",1999,42,15,6238,1012,3,NA
"1999_42_15_6238",1999,42,15,6238,2704,3,NA
"1999_42_15_6238",1999,42,15,6238,4806,2,NA
"1999_42_15_6238",1999,42,15,6238,5716,3,NA
"1999_42_15_6238",1999,42,15,6238,5723,3,NA
"1999_42_15_6238",1999,42,15,6238,5801,3,NA
"1999_42_15_6238",1999,42,15,6238,6705,1,NA
"1999_42_19_5567",1999,42,19,5567,2601,2,NA
"1999_42_19_5567",1999,42,19,5567,5716,2,NA
"1999_42_19_5567",1999,42,19,5567,6708,1,NA
"1999_42_23_6271",1999,42,23,6271,1211,3,NA
"1999_42_23_6271",1999,42,23,6271,4806,3,NA
"1999_42_23_6271",1999,42,23,6271,6713,3,"REF_FIA"
"1999_42_27_5531",1999,42,27,5531,1244,1,NA
"1999_42_27_5531",1999,42,27,5531,2403,1,NA
"1999_42_27_5531",1999,42,27,5531,2601,2,NA
"1999_42_27_5531",1999,42,27,5531,4806,2,NA
"1999_42_27_5531",1999,42,27,5531,5614,1,NA
"1999_42_27_5531",1999,42,27,5531,6713,2,"REF_FIA"
"1999_42_33_6262",1999,42,33,6262,1211,2,NA
"1999_42_33_6262",1999,42,33,6262,1212,2,NA
"1999_42_33_6262",1999,42,33,6262,1236,1,NA
"1999_42_33_6262",1999,42,33,6262,3116,2,NA
"1999_42_33_6262",1999,42,33,6262,4806,3,NA
"1999_42_33_6262",1999,42,33,6262,6713,3,"REF_FIA"
"1999_42_37_6227",1999,42,37,6227,4201,3,NA
"1999_42_37_6227",1999,42,37,6227,4806,3,NA
"1999_42_37_6227",1999,42,37,6227,5614,3,NA
"1999_42_37_6227",1999,42,37,6227,5716,3,NA
"1999_42_47_6269",1999,42,47,6269,1225,3,"REF_FIA"
"1999_42_47_6269",1999,42,47,6269,2601,3,NA
"1999_42_47_6269",1999,42,47,6269,4806,2,NA
"1999_42_47_6264",1999,42,47,6264,1012,1,NA
"1999_42_47_6264",1999,42,47,6264,1211,1,NA
"1999_42_47_6264",1999,42,47,6264,2601,2,NA
"1999_42_47_6264",1999,42,47,6264,3116,2,NA
"1999_42_47_6264",1999,42,47,6264,4806,3,NA
"1999_42_47_6264",1999,42,47,6264,6713,3,"REF_FIA"
"1999_42_61_5543",1999,42,61,5543,1211,3,NA
"1999_42_61_5543",1999,42,61,5543,2601,3,NA
"1999_42_61_5543",1999,42,61,5543,2822,3,NA
"1999_42_61_5543",1999,42,61,5543,3116,1,NA
"1999_42_61_5543",1999,42,61,5543,4015,3,NA
"1999_42_61_5543",1999,42,61,5543,4201,3,NA
"1999_42_61_5543",1999,42,61,5543,4202,3,NA
"1999_42_61_5543",1999,42,61,5543,5614,3,NA
"1999_42_61_5543",1999,42,61,5543,5716,3,NA
"1999_42_61_5543",1999,42,61,5543,6705,3,NA
"1999_42_61_5543",1999,42,61,5543,6713,2,"REF_FIA"
"1999_42_61_5539",1999,42,61,5539,2601,2,NA
"1999_42_61_5539",1999,42,61,5539,5614,1,NA
"1999_42_61_5539",1999,42,61,5539,5716,2,NA
"1999_42_61_5539",1999,42,61,5539,6708,1,NA
"1999_42_73_5580",1999,42,73,5580,1211,1,NA
"1999_42_73_5580",1999,42,73,5580,2601,2,NA
"1999_42_73_5580",1999,42,73,5580,5323,1,NA
"1999_42_73_5580",1999,42,73,5580,5716,3,NA
"1999_42_81_6243",1999,42,81,6243,1012,1,NA
"1999_42_81_6243",1999,42,81,6243,2601,3,NA
"1999_42_81_6243",1999,42,81,6243,4806,3,NA
"1999_42_81_6243",1999,42,81,6243,5716,3,NA
"1999_42_81_6243",1999,42,81,6243,6713,3,"REF_FIA"
"1999_42_83_6280",1999,42,83,6280,4806,2,NA
"1999_42_83_6280",1999,42,83,6280,6808,2,NA
"1999_42_87_5530",1999,42,87,5530,1211,3,NA
"1999_42_87_5530",1999,42,87,5530,2601,3,NA
"1999_42_87_5530",1999,42,87,5530,4806,4,NA
"1999_42_87_5530",1999,42,87,5530,5614,3,NA
"1999_42_87_5530",1999,42,87,5530,6713,4,"REF_FIA"
"1999_42_97_5515",1999,42,97,5515,2601,2,NA
"1999_42_97_5515",1999,42,97,5515,5716,2,NA
"1999_42_97_5515",1999,42,97,5515,6705,3,NA
"1999_42_97_5515",1999,42,97,5515,6713,2,"REF_FIA"
"1999_42_103_6211",1999,42,103,6211,1012,2,NA
"1999_42_103_6211",1999,42,103,6211,1211,2,NA
"1999_42_103_6211",1999,42,103,6211,2601,3,NA
"1999_42_103_6211",1999,42,103,6211,5716,1,NA
"1999_42_103_6211",1999,42,103,6211,6708,2,NA
"1999_42_105_6259",1999,42,105,6259,1211,1,NA
"1999_42_105_6259",1999,42,105,6259,2403,1,NA
"1999_42_105_6259",1999,42,105,6259,2601,1,NA
"1999_42_105_6259",1999,42,105,6259,4015,2,NA
"1999_42_105_6259",1999,42,105,6259,4201,3,NA
"1999_42_105_6259",1999,42,105,6259,5614,3,NA
"1999_42_105_6259",1999,42,105,6259,5716,3,NA
"1999_42_107_5513",1999,42,107,5513,1012,2,NA
"1999_42_107_5513",1999,42,107,5513,1211,2,NA
"1999_42_107_5513",1999,42,107,5513,2601,3,NA
"1999_42_107_5513",1999,42,107,5513,5716,1,NA
"1999_42_107_5513",1999,42,107,5513,6713,4,"REF_FIA"
"1999_42_107_5511",1999,42,107,5511,2601,2,NA
"1999_42_107_5511",1999,42,107,5511,5716,2,NA
"1999_42_107_5511",1999,42,107,5511,6713,2,"REF_FIA"
"1999_42_111_4845",1999,42,111,4845,1012,1,NA
"1999_42_111_4845",1999,42,111,4845,3116,2,NA
"1999_42_111_4845",1999,42,111,4845,4806,2,NA
"1999_42_113_6232",1999,42,113,6232,2403,3,NA
"1999_42_113_6232",1999,42,113,6232,3116,3,NA
"1999_42_113_6232",1999,42,113,6232,6713,3,"REF_FIA"
"1999_42_115_6217",1999,42,115,6217,2601,3,NA
"1999_42_115_6217",1999,42,115,6217,2704,1,NA
"1999_42_115_6217",1999,42,115,6217,4806,3,NA
"1999_42_115_6217",1999,42,115,6217,5716,3,NA
"1999_42_115_6217",1999,42,115,6217,6708,3,NA
"1999_42_115_6217",1999,42,115,6217,6713,3,"REF_FIA"
"1999_42_117_6252",1999,42,117,6252,1012,3,NA
"1999_42_117_6252",1999,42,117,6252,1104,1,NA
"1999_42_117_6252",1999,42,117,6252,1211,2,NA
"1999_42_117_6252",1999,42,117,6252,2601,3,NA
"1999_42_117_6252",1999,42,117,6252,3116,2,NA
"1999_42_117_6252",1999,42,117,6252,4015,3,NA
"1999_42_117_6252",1999,42,117,6252,4806,3,NA
"1999_42_117_6252",1999,42,117,6252,5614,2,NA
"1999_42_117_6252",1999,42,117,6252,6708,3,NA
"1999_42_117_6252",1999,42,117,6252,6713,3,"REF_FIA"
"1999_42_117_6256",1999,42,117,6256,1211,3,NA
"1999_42_117_6256",1999,42,117,6256,2601,3,NA
"1999_42_117_6256",1999,42,117,6256,4201,3,NA
"1999_42_117_6256",1999,42,117,6256,4806,3,NA
"1999_42_117_6256",1999,42,117,6256,5614,3,NA
"1999_42_117_6256",1999,42,117,6256,6713,3,"REF_FIA"
"1999_42_123_6294",1999,42,123,6294,1012,1,NA
"1999_42_123_6294",1999,42,123,6294,1225,2,"REF_FIA"
"1999_42_123_6294",1999,42,123,6294,1207,1,NA
"1999_42_123_6294",1999,42,123,6294,1210,1,NA
"1999_42_123_6294",1999,42,123,6294,1211,3,NA
"1999_42_123_6294",1999,42,123,6294,2601,3,NA
"1999_42_123_6294",1999,42,123,6294,3116,2,NA
"1999_42_123_6294",1999,42,123,6294,3301,1,NA
"1999_42_123_6294",1999,42,123,6294,4015,2,NA
"1999_42_123_6294",1999,42,123,6294,4806,3,NA
"1999_42_123_6294",1999,42,123,6294,5614,3,NA
"1999_42_123_6294",1999,42,123,6294,5716,2,NA
"1999_42_125_5568",1999,42,125,5568,1211,3,NA
"1999_42_125_5568",1999,42,125,5568,2601,3,NA
"1999_42_125_5568",1999,42,125,5568,4806,3,NA
"1999_42_125_5568",1999,42,125,5568,5613,1,NA
"1999_42_125_5568",1999,42,125,5568,5614,1,NA
"1999_42_125_5568",1999,42,125,5568,5716,3,NA
"1999_42_125_5568",1999,42,125,5568,6713,3,"REF_FIA"
"1999_42_127_6222",1999,42,127,6222,1002,2,NA
"1999_42_127_6222",1999,42,127,6222,1211,2,NA
"1999_42_127_6222",1999,42,127,6222,1242,1,NA
"1999_42_127_6222",1999,42,127,6222,5614,2,NA
"1999_42_127_6222",1999,42,127,6222,6708,2,NA
"2000_42_1_1923",2000,42,1,1923,6708,2,NA
"2000_42_1_1923",2000,42,1,1923,6808,2,NA
"2000_42_7_1756",2000,42,7,1756,2601,2,NA
"2000_42_7_1756",2000,42,7,1756,2704,2,NA
"2000_42_7_1756",2000,42,7,1756,4806,2,NA
"2000_42_7_1756",2000,42,7,1756,5716,3,NA
"2000_42_7_1756",2000,42,7,1756,5723,1,NA
"2000_42_7_1756",2000,42,7,1756,6700,1,NA
"2000_42_13_1573",2000,42,13,1573,2601,1,NA
"2000_42_13_1573",2000,42,13,1573,4806,1,NA
"2000_42_13_1573",2000,42,13,1573,6713,2,"REF_FIA"
"2000_42_15_1918",2000,42,15,1918,2601,1,NA
"2000_42_15_1918",2000,42,15,1918,4806,1,NA
"2000_42_27_854",2000,42,27,854,1002,2,NA
"2000_42_27_854",2000,42,27,854,2601,3,NA
"2000_42_27_854",2000,42,27,854,4806,3,NA
"2000_42_27_854",2000,42,27,854,5716,3,NA
"2000_42_27_854",2000,42,27,854,6708,3,NA
"2000_42_31_1935",2000,42,31,1935,1211,1,NA
"2000_42_31_1935",2000,42,31,1935,2601,3,NA
"2000_42_31_1935",2000,42,31,1935,4015,1,NA
"2000_42_31_1935",2000,42,31,1935,4806,3,NA
"2000_42_31_1935",2000,42,31,1935,5716,2,NA
"2000_42_31_1935",2000,42,31,1935,6708,1,NA
"2000_42_31_1935",2000,42,31,1935,6713,2,"REF_FIA"
"2000_42_35_1651",2000,42,35,1651,1002,3,NA
"2000_42_35_1651",2000,42,35,1651,1211,2,NA
"2000_42_35_1651",2000,42,35,1651,2601,3,NA
"2000_42_35_1651",2000,42,35,1651,4806,3,NA
"2000_42_35_1651",2000,42,35,1651,6713,3,"REF_FIA"
"2000_42_37_689",2000,42,37,689,2601,2,NA
"2000_42_37_689",2000,42,37,689,4806,3,NA
"2000_42_37_689",2000,42,37,689,6713,3,"REF_FIA"
"2000_42_39_435",2000,42,39,435,2601,3,NA
"2000_42_39_435",2000,42,39,435,4806,3,NA
"2000_42_39_435",2000,42,39,435,5716,4,NA
"2000_42_47_384",2000,42,47,384,1211,3,NA
"2000_42_47_384",2000,42,47,384,2601,1,NA
"2000_42_47_384",2000,42,47,384,4805,2,NA
"2000_42_47_384",2000,42,47,384,4806,3,NA
"2000_42_47_384",2000,42,47,384,5716,2,NA
"2000_42_47_384",2000,42,47,384,6713,2,"REF_FIA"
"2000_42_49_443",2000,42,49,443,5613,1,NA
"2000_42_49_443",2000,42,49,443,5614,2,NA
"2000_42_49_443",2000,42,49,443,5716,3,NA
"2000_42_49_443",2000,42,49,443,5723,3,NA
"2000_42_49_927",2000,42,49,927,3116,3,NA
"2000_42_49_927",2000,42,49,927,4806,3,NA
"2000_42_57_1244",2000,42,57,1244,2601,1,NA
"2000_42_57_1244",2000,42,57,1244,2704,2,NA
"2000_42_57_1244",2000,42,57,1244,4806,3,NA
"2000_42_57_1244",2000,42,57,1244,5613,3,NA
"2000_42_57_1244",2000,42,57,1244,5614,2,NA
"2000_42_57_1244",2000,42,57,1244,5716,2,NA
"2000_42_57_1244",2000,42,57,1244,5723,1,NA
"2000_42_57_1244",2000,42,57,1244,6713,3,"REF_FIA"
"2000_42_59_1341",2000,42,59,1341,1211,4,NA
"2000_42_59_1341",2000,42,59,1341,1264,3,NA
"2000_42_59_1341",2000,42,59,1341,2601,3,NA
"2000_42_59_1341",2000,42,59,1341,5716,2,NA
"2000_42_59_1341",2000,42,59,1341,6713,2,"REF_FIA"
"2000_42_61_945",2000,42,61,945,2601,3,NA
"2000_42_61_945",2000,42,61,945,4201,3,NA
"2000_42_61_945",2000,42,61,945,4806,2,NA
"2000_42_61_945",2000,42,61,945,5614,1,NA
"2000_42_61_945",2000,42,61,945,5716,3,NA
"2000_42_61_945",2000,42,61,945,6713,3,"REF_FIA"
"2000_42_61_945",2000,42,61,945,6808,3,NA
"2000_42_63_736",2000,42,63,736,2601,2,NA
"2000_42_63_736",2000,42,63,736,4806,1,NA
"2000_42_63_736",2000,42,63,736,5300,1,NA
"2000_42_63_736",2000,42,63,736,5614,1,NA
"2000_42_63_736",2000,42,63,736,5716,3,NA
"2000_42_63_736",2000,42,63,736,6713,3,"REF_FIA"
"2000_42_81_345",2000,42,81,345,2601,3,NA
"2000_42_81_345",2000,42,81,345,4201,2,NA
"2000_42_81_345",2000,42,81,345,5723,3,NA
"2000_42_81_345",2000,42,81,345,6705,3,NA
"2000_42_81_766",2000,42,81,766,4015,2,NA
"2000_42_81_766",2000,42,81,766,4806,2,NA
"2000_42_83_1742",2000,42,83,1742,2601,2,NA
"2000_42_83_1680",2000,42,83,1680,1211,1,NA
"2000_42_83_1742",2000,42,83,1742,1225,3,"REF_FIA"
"2000_42_83_1742",2000,42,83,1742,1211,3,NA
"2000_42_83_1742",2000,42,83,1742,5716,1,NA
"2000_42_87_1488",2000,42,87,1488,2601,3,NA
"2000_42_87_1488",2000,42,87,1488,5716,2,NA
"2000_42_87_1488",2000,42,87,1488,6708,3,NA
"2000_42_99_627",2000,42,99,627,2601,2,NA
"2000_42_99_627",2000,42,99,627,6713,2,"REF_FIA"
"2000_42_105_472",2000,42,105,472,2403,1,NA
"2000_42_105_472",2000,42,105,472,2601,1,NA
"2000_42_105_472",2000,42,105,472,4102,2,"REF_FIA"
"2000_42_105_472",2000,42,105,472,4806,4,NA
"2000_42_105_472",2000,42,105,472,5613,1,NA
"2000_42_105_472",2000,42,105,472,5614,3,NA
"2000_42_105_472",2000,42,105,472,5716,1,NA
"2000_42_105_472",2000,42,105,472,5723,1,NA
"2000_42_105_472",2000,42,105,472,6713,2,"REF_FIA"
"2000_42_105_549",2000,42,105,549,2601,3,NA
"2000_42_105_549",2000,42,105,549,3116,3,NA
"2000_42_105_549",2000,42,105,549,4201,3,NA
"2000_42_105_549",2000,42,105,549,4806,3,NA
"2000_42_105_549",2000,42,105,549,6708,1,NA
"2000_42_113_746",2000,42,113,746,3116,2,NA
"2000_42_113_746",2000,42,113,746,4806,3,NA
"2000_42_113_746",2000,42,113,746,6708,3,NA
"2000_42_113_746",2000,42,113,746,6713,3,"REF_FIA"
"2000_42_115_289",2000,42,115,289,2601,2,NA
"2000_42_115_289",2000,42,115,289,5614,1,NA
"2000_42_115_289",2000,42,115,289,6708,1,NA
"2000_42_115_745",2000,42,115,745,2601,2,NA
"2000_42_115_745",2000,42,115,745,4806,2,NA
"2000_42_115_745",2000,42,115,745,5716,3,NA
"2000_42_121_1877",2000,42,121,1877,1210,5,NA
"2000_42_121_1877",2000,42,121,1877,1211,5,NA
"2000_42_121_1877",2000,42,121,1877,1229,3,NA
"2000_42_121_1877",2000,42,121,1877,1266,3,NA
"2000_42_121_1877",2000,42,121,1877,2601,2,NA
"2000_42_121_1877",2000,42,121,1877,4806,2,NA
"2000_42_121_1877",2000,42,121,1877,5614,2,NA
"2000_42_121_1877",2000,42,121,1877,5716,1,NA
"2000_42_121_1877",2000,42,121,1877,6705,4,NA
"2000_42_121_1877",2000,42,121,1877,6713,3,"REF_FIA"
"2000_42_123_37",2000,42,123,37,1211,4,NA
"2000_42_123_37",2000,42,123,37,4805,2,NA
"2000_42_123_37",2000,42,123,37,5614,1,NA
"2000_42_125_1159",2000,42,125,1159,2601,1,NA
"2000_42_125_1159",2000,42,125,1159,4806,1,NA
"2000_42_125_1159",2000,42,125,1159,5614,2,NA
"2000_42_125_1159",2000,42,125,1159,5716,4,NA
"2000_42_129_963",2000,42,129,963,4201,1,NA
"2000_42_129_963",2000,42,129,963,4806,2,NA
